Test run no.: 3693,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121
8766,7950,7477,7566,7750,8306,9082,10661,11445,12425,12977,14023,14794,15674,16557,17612,18627,19126,19845,20753,21660,22361,23116,24147,24334,25024,25921,26386,26747,27470,28290,28737,29190,29684,30181,30682,31609,31618,32357,32410,33064,33416,33880,34219,34613,34988,35487,35987,36005,36665,36430,37017,37080,37216,37993,38835,38409,38119,38927,39096,38753,39393,39249,39673,40249,39987,40591,40674,41670,41307,41510,41581,41377,41790,42066,42126,42300,42359,42221,43672,42677,43282,43485,43290,42905,43569,43497,43453,43588,43712,43781,43793,44037,44092,44007,44257,44911,44574,44449,45060,44377,45184,44495,44688,45515,44839,45551,44347,44831,44941,45193,45128,44617,45081,45252,44555,44665,44788,44978,44395
8179,7647,6815,6380,5945,6060,5977,6391,6837,7133,7323,7651,8071,8084,8389,8595,8864,9092,9216,9615,9620,9919,9897,10101,10272,10440,10579,10574,10834,10861,11136,10999,11333,11376,11600,11377,11806,11869,11795,12119,12316,12440,12586,12416,12644,12724,13074,13107,13443,13369,13439,13590,13598,13861,14127,14391,14213,14497,14340,14715,14500,14892,14825,15046,15223,15078,15333,15359,15781,15225,15544,15499,15666,15658,15880,15996,15990,16274,16156,16215,16426,16424,16368,16537,16369,16667,16511,16821,16495,16766,16635,16583,16650,16736,16776,16894,16748,16962,16770,16858,16822,17101,16803,16789,16862,16823,16949,16293,16726,16609,16700,16424,16489,16505,16483,16453,16212,16376,16425,16667
7855,7060,6536,6058,5611,5657,5689,5995,6306,6701,6977,7147,7524,7589,7869,8111,8067,8443,8543,8610,9036,9279,9186,9325,9504,9527,9755,10142,9905,9947,10272,10310,10069,10534,10684,10610,10749,10907,10974,11289,11189,11401,11600,11863,12015,12120,12235,12365,12568,12357,12447,12909,12849,12867,13096,13339,13139,13132,13464,13473,13431,13594,13836,13864,14006,13899,14148,14413,14450,14338,14464,14525,14777,14697,14818,14829,14812,15137,14895,15152,15181,15414,15408,15074,15296,15549,15463,15888,15531,15782,15542,15468,15411,15829,15684,15767,15673,16006,16017,15896,15705,16029,15785,15865,16127,15990,16055,15462,15618,15412,15765,15521,15594,15810,15809,15597,15410,15186,15519,15554
7559,6706,6256,5750,5307,5286,5499,5499,5935,6291,6580,6736,6997,7411,7560,7684,7978,8110,8216,8498,8578,8709,8843,9029,9047,9383,9472,9538,9681,9673,10036,10011,9984,10107,10311,10226,10696,10453,10655,10976,10781,10871,11144,11108,11146,11612,11531,11810,11839,11842,11987,12427,12275,12386,12450,12732,12579,12897,12767,12905,13165,13231,13180,13398,13494,13391,13443,13519,13840,14013,14033,13815,14055,13938,14304,14347,14316,14298,14605,14865,14567,14733,14683,14653,14805,14936,14799,15002,14962,14879,14985,14884,14996,15160,15207,15073,15630,15220,15631,15512,15254,15445,15044,15194,15395,15271,15696,15261,15579,14943,15417,15383,14942,15310,15294,15035,14963,14877,15259,15042
7407,6757,6064,5399,5410,5902,5784,5855,6214,6658,6945,7136,7302,7649,7692,7914,8029,8172,8428,8580,8793,8939,8987,9169,9227,9314,9571,9628,9795,9856,9946,9836,10015,10224,10440,10385,10599,10422,10763,10853,10913,11078,11036,11533,11612,11391,11666,11856,11984,11771,12198,12400,12086,12016,12435,12409,12426,12469,12440,12810,12910,13015,12909,13369,13343,13185,13435,13433,13645,13586,13534,13626,13837,13927,14030,14052,14026,14193,14219,14146,14252,14226,14364,14355,14223,14423,14336,14531,14459,14489,14576,14615,14757,14770,14561,14879,14885,14819,14959,14884,14947,15073,14817,14618,14785,14454,14854,14525,14825,14460,14518,14678,14540,14611,14838,14956,14599,14599,14713,14706
7777,7238,6798,6153,5819,5677,5634,5796,5834,6348,6607,7070,7172,7531,7761,7828,8240,8348,8564,8621,8880,9290,9301,9428,9529,9840,9924,9918,10053,10156,10348,10159,10521,10795,10654,10610,10927,10858,11046,11142,11254,11314,11503,11713,11878,12077,12061,12103,12249,12427,12621,12605,12738,12604,12965,13134,12996,13286,13390,13252,13380,13408,13857,13897,14096,13844,13877,14185,14417,14217,14422,14265,14395,14507,14666,14505,14538,14897,14976,15191,15279,15366,15495,15015,15418,15396,15332,15551,15478,15501,15556,15370,15661,15568,15621,15780,16146,15789,15976,15910,15932,15855,15850,15906,16286,16077,16331,15948,16214,16027,16041,16093,15879,16106,16051,16000,15965,15808,15749,15692
7443,6875,5904,5328,5358,5459,5673,5978,6365,6472,6799,7128,7338,7585,7825,7838,8128,8227,8583,8735,8817,8816,9088,9133,9157,9233,9707,9711,9798,9697,10048,10200,10289,10307,10342,10631,10687,10654,10726,11115,11048,11053,11150,11510,11713,11723,11819,11802,12119,11785,12058,12396,12375,12320,12702,12663,12783,12538,12936,12855,13102,13071,13166,13257,13164,13221,13530,13629,13641,13458,13845,13704,14005,13913,13942,14006,13987,14154,14201,14287,14261,14135,14588,14163,14221,14610,14325,14517,14752,14561,14338,14630,14403,14460,14882,14699,14859,14673,14804,14642,14617,14726,14597,14469,14601,14369,14660,14560,14435,14533,14518,14450,14361,14650,14833,14725,14762,14654,14675,14785
7834,6896,6371,6200,6617,6910,7492,8487,9142,9733,10490,11034,11792,12284,13081,13646,14214,14978,15623,16196,16732,17316,17781,18553,18755,19263,19993,20216,20771,21464,22104,22255,22705,22985,23604,23959,24292,24314,25087,25381,25611,26135,26312,26790,26874,27577,27912,27949,28209,28549,28964,29238,29554,29533,30037,30344,30316,30498,30959,31066,31376,31200,31815,31595,32281,32149,32525,32596,32491,32887,32980,33370,33479,33477,33807,33515,34204,34321,34293,34135,34440,34579,34599,34802,34700,34792,34646,34950,35180,35264,35070,35225,35325,35433,35847,35426,35774,35976,35968,36335,36012,36107,35665,35853,36297,35941,36327,35935,35980,36277,36346,36528,36534,36303,36407,36354,36485,36166,36406,36054
7750,6875,6244,6317,6615,6981,7493,8502,8919,9634,10193,10938,11721,11953,12794,13378,13871,14605,14973,15668,16019,16640,17274,17766,18278,18948,19276,19986,20013,20698,21277,21739,21631,22463,22836,23160,23804,23898,24198,24739,25170,25515,25982,25959,26304,26787,26662,27307,27443,27818,27877,28309,28575,28503,29231,29416,29622,29912,29836,30207,30428,30408,30765,31012,31191,31070,31336,31854,31745,31917,32082,31851,32486,32424,32512,32579,32602,32915,32921,33019,33126,33387,33675,33169,33096,33153,33712,33709,33794,33779,33788,34119,34078,33999,34180,33949,34504,34332,34269,34921,34243,34329,34566,34619,34599,34610,34910,34597,34727,35111,34813,34579,34686,35418,35192,35136,35187,34941,34901,34817
7797,6899,6495,6242,6532,7022,7458,8269,9156,9715,10352,10876,11328,12127,12563,13449,13713,14405,14990,15454,16073,16770,17033,17510,18047,18443,19155,19445,19830,20086,21167,21489,21548,22099,22276,22644,23524,23308,24178,24469,24437,24993,25079,25447,25778,26012,26446,27086,27108,27170,27563,27965,27753,27954,28736,29021,29014,29051,29319,29739,29439,30017,30231,30265,30835,30380,30569,31120,31152,31495,31130,31844,31856,31851,31954,31969,32499,32172,32480,32555,32671,32387,32707,32797,33085,32758,33348,33157,33255,33328,33310,33459,33591,33741,33548,33423,34156,33915,34011,33938,34105,34270,33964,34246,34122,34176,34244,34151,34443,34458,34684,34416,34487,34366,34313,34406,34365,34664,34591,34928
7149,6345,5782,5318,5250,5356,5643,6444,6713,7417,7934,8537,8929,9483,10342,11022,11511,12243,12908,13612,13955,14417,15159,15528,15970,16185,16674,17008,17521,17802,18235,18535,18950,19118,19753,19745,20393,20568,20721,20737,21107,21118,21729,21923,22147,22228,22680,22868,23402,23100,23485,23804,23659,23892,24271,24309,24419,24560,24594,24970,24594,24861,25165,25183,25547,25743,25605,25997,25808,25702,26186,26518,26215,26437,26510,26413,26577,26968,26963,27096,27137,26970,27171,27088,27200,27747,27198,27670,27432,27542,27379,27551,27703,27709,27646,27746,28141,28194,28158,28019,28002,27882,27769,27680,27670,27437,27610,27490,27645,27439,27371,27475,27157,27288,27416,27482,27539,27499,27684,27445
7651,6916,6187,5918,5619,5642,5773,6311,6891,7251,7968,8472,9090,9410,10257,10603,11461,12161,12721,13424,13857,14473,15074,15833,16128,16612,16917,17586,17520,18197,18945,19028,19505,19996,20171,20663,20905,21055,21441,21576,21792,22447,22310,22917,23249,23642,23675,23507,24011,24068,24517,24650,25043,24913,25279,25521,25548,25518,25972,26098,26266,26363,26427,26497,26713,26898,27173,27147,27424,27139,27314,27464,27451,27744,27795,27924,27946,28189,28603,28406,28456,28691,28737,28498,28567,29082,28844,29099,28580,29121,28877,29101,29320,29186,29055,29489,29382,29535,29323,29606,29646,29302,29535,29678,29669,29459,29630,29486,29592,29589,29543,29243,29150,29205,28961,29109,29195,29094,29029,29069
7452,7088,6370,5750,5674,5963,6074,6244,6870,7557,8018,8633,9369,9904,10479,11056,11810,12302,12925,13543,13971,14813,15249,16097,16141,16910,17312,17733,18062,18644,19105,19566,20051,20556,20527,20982,21261,21697,21993,22482,22700,22952,23035,23638,23708,24121,24183,24256,24522,24667,25069,25020,25391,25662,25675,26268,26191,26407,26801,26892,26662,27032,27284,27022,27353,27795,28103,27989,28170,28219,28393,28603,28438,28548,28672,28876,28714,29268,29468,29501,29658,29406,29663,29744,29724,29649,30039,29880,30106,30346,30205,30179,29989,30243,30528,29877,30552,30556,31102,30879,30373,30890,30779,30706,30739,30891,31167,30964,30702,30550,30497,29918,30066,30162,30078,30016,30249,29821,29955,29650
7422,6839,5960,5456,4969,4938,4781,4864,5032,5170,5285,5259,5230,5234,5317,5356,5510,5386,5530,5419,5530,5502,5447,5697,5585,5540,5493,5620,5580,5952,5659,5849,5856,5916,6048,5963,6042,5998,6186,6259,6245,6232,6365,6396,6521,6646,6794,6787,6898,7077,7125,7127,7186,7282,7413,7350,7625,7634,7663,7910,7886,8052,8035,8012,8138,8201,8219,8211,8332,8332,8486,8570,8687,8649,8704,8632,8954,9019,8792,9021,9175,9088,9135,9077,9123,9342,9288,9329,9469,9586,9613,9367,9508,9608,9612,9511,9807,9736,9746,9913,9888,9886,9947,9963,9746,9984,9878,9888,9844,9885,9852,9841,9862,9853,10032,10058,9838,10072,10147,10074
7293,6473,5629,5099,4845,4828,4568,4669,4860,4923,5058,5019,5065,5185,5247,5151,5215,5166,5288,5179,5296,5439,5315,5406,5466,5531,5544,5400,5608,5432,5551,5581,5508,5906,5798,5947,5894,6125,5972,6068,6269,6280,6311,6258,6482,6543,6683,6702,6895,6921,6843,7125,7084,7322,7177,7436,7329,7523,7539,7499,7727,7617,7891,7924,7902,7952,8231,8013,8260,8127,8327,8200,8340,8712,8644,8481,8643,8631,8688,8853,8754,8942,9088,9249,8992,9232,9046,9119,9161,9273,9214,9228,9420,9459,9405,9503,9428,9598,9479,9723,9447,9796,9195,9225,9462,9450,9441,9357,9389,9286,9290,9371,9455,9585,9772,9879,9761,9591,9713,9712
4849,4634,5026,5030,5114,5188,5125,6562,6220,6186,5669,5568,5763,5913,6062,6020,6172,6214,6184,6357,6257,6139,6334,6289,6473,6387,6562,6396,6478,6513,6531,6620,6682,6825,6821,6940,7077,7120,7172,7301,7253,7406,7496,7594,7595,7652,7833,7878,8118,8088,8197,8310,8270,8450,8449,8664,8610,8707,8864,9018,8891,9076,9096,9062,9273,9271,9503,9506,9505,9580,9794,9860,9832,10106,9931,10011,10108,10107,10316,10390,10218,10517,10347,10495,10755,10780,10657,10643,10724,10647,10706,10578,10786,10862,10735,10738,11035,11043,11126,10865,11014,10955,10704,10790,10769,10793,10987,10500,10949,10962,11052,11191,10982,11486,11364,11048,11141,11267,11343,11406
4511,4758,4960,5169,5332,5199,5260,5336,5486,5511,5579,5651,5572,8703,6495,6191,5974,5740,5504,5678,6176,6171,6237,6336,6314,6436,6413,6366,6435,6381,6488,6495,6476,6655,6636,6678,6803,6798,6808,6860,7104,7063,6960,7087,7270,7236,7413,7557,7492,7652,7685,7837,7861,7902,7976,8121,8098,8126,8103,8333,8545,8423,8327,8645,8645,8639,9040,8689,8867,8959,9166,9171,9301,9356,9257,9357,9425,9464,9474,9641,9389,9704,9746,9766,9696,9868,9743,9750,9766,9715,9918,9888,10036,9913,9979,9887,9928,10080,9801,9610,9868,9721,9761,9752,9983,9925,9932,9842,9974,10034,10010,10148,10070,10185,10182,10169,10164,10162,10277,10260
7885,7102,6202,5585,5311,5339,5087,5129,5212,5335,5260,5406,5429,5447,5556,5568,5676,5598,5676,5717,5672,5657,5784,5899,5798,5884,5977,6056,5901,6160,6107,6081,6222,6204,6164,6392,6457,6305,6465,6551,6677,6670,6625,6781,6918,6934,7120,7080,7142,7252,7274,7394,7590,7753,7752,7703,7790,7755,8047,8089,8127,8173,8209,8336,8617,8483,8332,8683,8794,8746,8989,8720,8909,9006,9107,9139,9364,9169,9182,9515,9320,9304,9448,9640,9662,9481,9545,9662,9826,9725,9698,9621,9642,9855,9803,9848,9920,9966,10187,10082,10036,10041,10203,10039,10148,10277,10332,10018,9965,10194,9886,10303,9968,9918,10015,10068,10148,10099,9955,10005
7574,6417,5637,5179,5071,4939,5172,5164,5184,5332,5218,5250,5376,5364,5304,5350,5409,5673,5724,5587,5653,5548,5723,5802,5726,5868,5968,5833,5938,6022,5968,6064,6081,6078,6208,6429,6457,6544,6393,6570,6663,6724,6916,6880,6887,7203,7262,7454,7423,7451,7467,7735,7683,7795,7918,7924,7892,7990,8231,8183,8278,8247,8304,8394,8573,8334,8854,8719,8769,8848,8973,8976,8918,8982,9039,9255,9194,9410,9390,9528,9423,9481,9388,9461,9614,9744,9570,9798,9820,9604,9879,9721,9911,9728,9796,9722,9895,9865,9814,9794,9524,9738,9756,9686,9711,9487,9944,9948,10013,10166,10042,10161,10532,10374,10574,10343,10713,10467,10348,10505
8339,7388,6511,5786,5376,5357,5190,5056,5280,5344,5348,5449,5469,5408,5459,5523,5459,5542,5517,5724,5637,5687,5666,5786,5933,5869,5794,5906,5944,6044,6036,5881,6066,6218,6166,6362,6272,6301,6436,6539,6565,6468,6674,6782,6813,6794,6977,6964,6932,7157,7330,7344,7423,7434,7719,7580,7700,7725,7686,7950,7980,8197,8135,8238,8338,8346,8398,8629,8632,8519,8622,8774,8808,8920,8938,8930,9174,9040,9195,9304,9189,9236,9298,9468,9530,9566,9727,9557,9827,9875,10037,10088,10011,9847,9945,9972,9915,10176,10211,10153,10418,10211,10367,10370,10473,10546,10421,10486,10519,10549,10661,10696,10793,10718,10664,10725,10687,10886,10769,10822
7271,6579,5482,5047,4754,4794,4511,4532,4733,4755,4961,4790,4844,4879,5044,5004,5047,4994,5180,5073,5234,5268,5191,5321,5304,5346,5481,5359,5489,5491,5748,5723,5628,5743,5737,5665,5830,5891,5897,6122,5978,6129,6169,6316,6250,6298,6530,6460,6580,6742,6677,6896,6940,7195,7144,7266,7226,7442,7393,7374,7666,7577,7653,7584,7947,7822,7855,7884,8029,8037,8082,8169,8247,8330,8467,8445,8354,8498,8459,8607,8619,8541,8704,8966,8818,8850,8935,9045,8986,8887,9074,9139,9046,9087,9070,9124,9375,9396,9384,9390,9596,9331,9414,9609,9647,9427,9688,9664,9584,9711,9667,9736,9922,9778,9726,9740,9950,9909,10127,10258
8883,7957,7272,6566,6233,6243,5893,5863,6001,6117,6145,6261,6282,6303,6407,6284,6256,6363,6337,6524,6520,6514,6526,6435,6554,6560,6600,6634,6707,6627,6740,6744,6802,6672,6889,6845,7017,6874,7030,7191,7015,7211,7224,7511,7467,7523,7698,7753,7658,7698,7817,7986,7917,8078,8156,8291,8295,8409,8406,8589,8570,8743,8770,8855,8973,8903,9104,8995,9148,9310,9342,9335,9176,9390,9393,9589,9625,9711,9603,9541,9922,9860,9833,9897,9731,10023,10302,10213,10147,10298,10275,10491,10670,10346,10290,10528,10618,10620,10797,10629,10760,10691,10851,10770,10528,10689,10698,10635,11027,10733,10742,10696,10811,10903,10907,11025,10921,10853,11021,11046
8004,6976,6142,5455,5262,4945,4945,4778,4884,5042,5174,5098,5098,5231,5133,5174,5188,5276,5252,5308,5326,5464,5229,5551,5268,5358,5452,5545,5491,5455,5462,5683,5661,5499,5796,5641,5845,5743,5899,5920,6089,6028,6238,6164,6270,6373,6533,6567,6600,6567,6729,6853,6838,6997,6983,6984,7109,7199,7264,7329,7312,7392,7406,7527,7630,7618,7748,7790,7827,7974,7915,8003,7989,8138,8335,8189,8325,8319,8183,8455,8477,8420,8693,8528,8666,8796,8837,8695,8982,8910,8764,8745,8997,9027,8808,9172,9149,9143,9319,9366,9441,9235,9297,9343,9453,9341,9415,9562,9546,9549,9435,9456,9637,9528,9517,9346,9416,9339,9397,9240
7922,7092,6296,5922,5442,5140,4928,4949,5034,5143,5103,5081,5177,5193,5204,5204,5200,5356,5419,5328,5496,5282,5365,5290,5388,5416,5475,5581,5672,5568,5762,5745,5792,5750,5817,5761,6145,5893,6026,5952,6187,6256,6352,6346,6439,6380,6651,6621,6708,6673,6886,6897,7105,7270,7143,7251,7097,7423,7307,7487,7736,7637,7626,7766,7876,7974,8061,8000,8164,8001,8203,8321,8361,8494,8403,8629,8557,8578,8786,8906,8788,8899,8912,8795,8959,8941,9069,9182,8953,9291,9138,9369,9407,9377,9354,9417,9563,9618,9665,9586,9591,9661,9517,9891,9720,9722,9787,9901,9639,9749,9918,9709,9798,9937,9935,9918,9897,10001,9857,10215
8509,7546,6662,6104,5588,5460,5286,5214,5282,5449,5493,5468,5471,5417,5563,5451,5548,5402,5594,5640,5773,5827,5740,5773,5763,5773,5973,5973,5933,6007,6058,6107,6083,6236,5897,6222,6320,6486,6486,6453,6382,6594,6655,6563,6661,6745,7083,7078,7104,7074,7255,7419,7459,7589,7521,7737,7712,7786,7936,8030,8205,8183,8229,8373,8399,8345,8278,8414,8675,8685,8739,8745,8959,8890,9046,9160,9087,9171,9289,9389,9236,9542,9433,9678,9506,9574,9639,9695,9772,9819,9879,9772,9996,9998,10050,10121,10062,10034,10073,10247,10102,10097,10181,10073,10228,10286,10233,10410,10381,10422,10325,10434,10425,10464,10489,10525,10223,10208,10145,10003
7229,6501,5685,5109,4831,4820,4704,5056,5058,4942,5094,5056,5156,5111,5299,5164,5214,5348,5350,5496,5375,5507,5461,5694,5605,5736,5794,5839,5757,5897,5971,6270,6135,6293,6398,6258,6425,6408,6546,6605,6781,6885,6905,6922,7090,7204,7331,7374,7344,7478,7574,7631,7884,7952,7997,7894,8144,8141,8259,8319,8399,8565,8591,8736,8700,8851,8953,9025,9206,8921,9132,9193,9479,9413,9487,9568,9544,9803,9721,9868,9815,9867,9976,10087,9986,10198,10204,10320,10397,10459,10377,10318,10468,10548,10624,10880,10716,10925,10924,10943,10904,11038,10897,11182,11250,11126,11209,11279,11255,11475,11356,11501,11555,11637,11643,11813,11696,11614,11983,11867
7540,6865,5832,5360,5091,5076,4918,5135,5104,5133,5272,5422,5305,5323,5404,5319,5439,5470,5421,5542,5673,5621,5623,5689,5623,5834,5846,5798,5936,6115,5917,6060,6267,6212,6191,6288,6429,6505,6388,6518,6674,6787,6963,6930,6953,7083,7317,7342,7577,7381,7267,7598,7459,7624,7959,7924,8140,7989,8390,8249,8357,8294,8422,8461,8666,8769,9001,8729,8947,8826,9051,8941,9214,9276,9348,9456,9295,9305,9639,9639,9827,9872,9924,9940,9987,9829,10034,10254,10192,10196,10138,10260,10246,10486,10428,10609,10719,10674,10861,10969,10743,10655,10753,10795,11338,10991,11375,10987,11132,11330,11156,11281,11366,11519,11609,11659,11776,11476,11573,11807
7221,6249,5511,5154,4803,4647,4705,4720,4869,4999,5068,4995,4971,5114,5163,5050,5141,5170,5149,5151,5231,5306,5412,5464,5380,5385,5577,5467,5505,5529,5716,5693,5783,5953,5903,5923,5947,6145,6104,6239,6285,6397,6315,6380,6622,6627,6647,6832,6828,7091,7056,7313,7145,7412,7341,7441,7505,7678,7672,7708,7840,7920,7794,8079,8126,8188,8043,8276,8280,8308,8523,8458,8647,8590,8670,8825,8834,8812,8859,8915,9058,9126,9117,9122,9249,9314,9281,9566,9599,9488,9726,9654,9786,9975,9910,9916,10060,9975,10162,10227,9987,10065,10409,10387,10537,10437,10584,10391,10515,10754,10689,10743,10956,10840,11053,10990,11222,11064,11231,11273
7550,6618,6011,5340,5102,5083,4974,5262,5378,5542,5594,5508,5636,5716,5722,5768,6008,6044,5982,6044,5976,6258,6385,6479,6552,6672,6805,6882,6923,7196,7245,7255,7362,7272,7593,7665,7802,7833,7992,8219,8325,8421,8560,8725,8835,8756,8914,9145,9400,9436,9399,9565,9619,9889,10031,10029,10303,10156,10567,10286,10593,10495,10820,10908,10932,11191,11026,11071,11259,11192,11299,11578,11504,11540,11528,11752,11851,11899,11874,12130,11931,12183,12214,12221,12259,12491,12315,12536,12613,12551,12613,12419,12667,12641,12685,12913,13050,12732,13100,13113,12918,13078,13113,13219,13369,13300,13476,13427,13294,13499,13296,13430,13227,13528,13479,13337,13282,13399,13530,13454
7101,6050,5271,4892,4669,4751,4842,4952,5013,5124,5239,5267,5191,5295,5394,5553,5534,5759,5789,5806,6025,6210,6336,6330,6413,6520,6739,6773,6948,7136,7287,7265,7429,7692,7606,7955,7826,8015,8205,8332,8547,8482,8870,8884,8841,9075,9101,9193,9378,9725,9641,9792,9746,10060,10180,10248,10399,10305,10459,10273,10934,10815,10724,11001,11086,11084,11173,11321,11441,11499,11489,11748,11529,11667,11789,11855,11899,12071,12004,12141,12293,12343,12308,12357,12468,12404,12323,12540,12410,12346,12625,12364,12664,12679,12932,12825,12942,12897,12935,13090,12900,12977,12859,12977,13199,12834,13408,12926,13116,13238,12962,13376,13405,13261,12968,13310,13351,13077,13280,13067
7175,5980,5383,4937,4816,4857,4898,5096,5250,5213,5175,5280,5422,5502,5527,5538,5717,5857,5948,6129,6147,6274,6482,6456,6697,6769,6925,6961,6982,7097,7382,7477,7458,7763,7769,7919,8074,8293,8328,8448,8732,8808,8964,8806,9039,9411,9279,9452,9627,9792,10030,10012,10166,10078,10423,10539,10517,10703,10903,10982,10929,11122,11285,11027,11180,11412,11479,11532,11408,11639,12102,11746,11929,12086,11955,12135,12145,12094,12404,12205,12623,12634,12401,12642,12606,12547,12690,12996,12962,12653,12686,12701,12882,13145,12961,13002,13126,13265,13122,13403,13122,13430,13018,13273,13304,13165,13484,13419,13386,13351,13391,13557,13523,13696,13633,13556,13319,13276,13403,13187
8050,7033,6239,6002,5851,5856,6392,6617,6901,7275,7277,7718,7842,8091,8315,8516,8819,9028,9104,9501,9657,10076,9803,10115,10165,10405,10696,10722,10676,10803,11235,10990,11515,11460,11452,11721,11668,12074,12194,12236,12310,12384,12505,12659,12683,12741,12818,13040,12944,13353,13428,13460,13312,13458,13729,13695,14018,14017,13992,14323,14365,14335,14431,14320,14426,14529,14562,14646,14825,14870,14893,14691,15252,15132,15053,15364,15274,15225,15442,15474,15443,15743,15591,15326,15898,15511,15504,15846,16089,15888,15833,15684,15812,16031,16082,15788,16065,15933,16242,16317,15890,16283,16345,16017,16385,15699,15960,15945,15925,16114,15907,16143,16183,16233,16131,16206,16485,16246,16337,16393
8514,7199,6443,6405,6279,6181,6669,6932,7365,7586,7794,8057,8249,8598,8829,9116,9255,9364,9478,9738,9772,10001,10302,10471,10445,10494,10979,10954,10954,11082,11439,11300,11594,11747,11687,12025,12078,12156,12227,12537,12571,12704,12739,12783,12867,12997,13317,13261,13290,13499,13621,13731,13534,13800,13704,13908,14221,14072,14328,14179,14557,14381,14519,14521,14798,14552,14756,14903,14994,14934,15124,14988,15470,15084,15396,15404,15265,15361,15598,15741,15553,15857,16024,16136,16118,15836,15941,16042,16517,16136,16261,16123,16155,16149,16443,16181,16234,16341,16313,16770,16469,16468,16445,16403,16713,16313,16520,16312,16245,16114,16327,16312,16359,16537,16479,16501,16559,16670,16698,16807
7795,6934,6293,5799,5768,5865,6075,6489,6856,7103,7313,7618,7777,7977,8326,8540,8622,8862,9289,9089,9384,9591,9937,9675,9872,10007,10331,10322,10688,10640,10951,10735,10890,11083,11255,11488,11385,11769,11647,11605,11988,12089,12084,12016,12130,12398,12488,12530,12495,12875,12661,12982,13009,13030,13004,13357,13541,13443,13464,13456,13786,13480,13576,13831,14085,13884,14004,14089,13946,14025,14436,14307,14615,14575,14660,14833,14639,14762,14643,15063,15104,15167,15029,15099,14990,15015,15122,15554,15278,15296,15490,15011,15267,15251,15699,15269,15649,15559,15728,15748,15503,15576,15600,15588,15768,15403,15527,15378,15521,15266,15494,15802,15650,15632,15718,15804,15765,15573,15759,15960
8149,6899,6257,5832,5610,5669,5678,6280,6495,6712,6945,7161,7400,7721,7998,7864,8316,8544,8830,8960,8976,9267,9508,9497,9353,9708,9977,10030,10065,10178,10303,10299,10612,10983,10844,10885,11093,11200,11268,11164,11494,11484,11732,11741,11961,11987,12355,12276,12344,12484,12630,12629,12589,12695,12899,13043,13113,13171,13245,13304,13138,13561,13469,13721,13564,13814,13821,13860,14137,14154,14210,14232,14297,14368,14375,14555,14374,14516,14402,14607,14835,15054,14867,14985,14918,14949,14938,15086,15189,14785,15131,15152,14959,15052,15170,15074,15258,15370,15440,15538,15583,15515,15403,15573,15442,15603,15780,15166,14935,15127,14933,14922,14931,15070,14903,15090,15183,15052,15116,15340
